The number after B is the patent number
C5441223   20010403 C1
C4667111   20010410 C1
CP005751   20010417 C1
C5523810   20010417 C1
C5756817   20010417 C1
C5260097   20010417 C1
C5551473   20010417 C1
C4782038   20010417 C1
C4993066   20010424 C1
C5766707   20010424 C1
C5465517   20010424 C1
C5322820   20010424 C1
C4601082   20010424 C1
C5928076   20010424 C1
C4993131   20010424 C1
C4948097   20010501 C1
C5645267   20010501 C1
C5280526   20010501 C1
C5480218   20010501 C1
C5449519   20010501 C1
C5585562   20010501 C1
C5545782   20010501 C1
C4982459   20010501 C1
C4863784   20010501 C1
C5094865   20010501 C1
C5050353   20010501 C1
C5008725   20010501 C2
C5333675   20010501 C1
C5553752   20010508 C1
C4735194   20010508 C1
C5179654   20010508 C1
C5170528   20010508 C1
C5169126   20010508 C1
C4681030   20010508 C1
C5074991   20010508 C1
C5527368   20010508 C1
C5456450   20010508 C1
C5647013   20010508 C1
C4691896   20010508 C1
C5484778   20010508 C1
C4366348   20010515 C1
C5301126   20010515 C1
C5337361   20010515 C1
C5205110   20010515 C1
C5638711   20010515 C1
C5641471   20010515 C1
C5409225   20010515 C1
C5503991   20010515 C1
C5225203   20010515 C1
C5890376   20010515 C1
C5836112   20010515 C1
C5843209   20010515 C1
C5672354   20010515 C1
C5754669   20010522 C1
C5292127   20010522 C1
C5735528   20010522 C1
C5830291   20010522 C1
C5626155   20010522 C1
C5456665   20010522 C1
C5253066   20010522 C1
C5506049   20010529 C1
C4345730   20010605 C1
C5421880   20010605 C1
C5826463   20010605 C1
C4883373   20010605 C1
C5603084   20010605 C1
C4468435   20010612 C1
C5350223   20010612 C1
C5944092   20010612 C1
C6007003   20010619 C1
C6013679   20010619 C1
C5618216   20010626 C1
C5822110   20010626 C1
C5446489   20010626 C1
C4795454   20010626 C1
C5214582   20010626 C1
C5433452   20010626 C1
C5496541   20010626 C1
C4941701   20010626 C1
C5589963   20010626 C1
C4994926   20010703 C2
C4861041   20010703 C1
C5771616   20010703 C1
C5213449   20010703 C1
C4900320   20010703 C1
C5599681   20010703 C1
C5251856   20010710 C1
C5351386   20010710 C1
C5574255   20010710 C1
C5288077   20010710 C1
C5765372   20010717 C1
C5267734   20010717 C1
C4850870   20010724 C1
C5658548   20010724 C1
C5816554   20010731 C1
C5117160   20010731 C1
C4963952   20010731 C1
C5046827   20010807 C1
C5690869   20010807 C1
CD401597   20010807 C1
C5281055   20010814 C1
C5821269   20010814 C1
C5649570   20010814 C1
C4316472   20010814 C1
C3733830   20010814 C1
C4870762   20010814 C1
C5130767   20010814 C1
C5077732   20010814 C1
C5549735   20010814 C1
C4420639   20010821 C1
C5265114   20010821 C1
C5811894   20010828 C1
C5669622   20010828 C1
C5702789   20010828 C1
C5715575   20010828 C1
C4317227   20010828 C1
C4484809   20010828 C2
C4695278   20010828 C1
C5052229   20010828 C1
C4751669   20010828 C1
C4895726   20010828 C1
C5383878   20010828 C1
C5424554   20010828 C1
C5438408   20010828 C1
C5990291   20010828 C1
C5873835   20010828 C1
C5927498   20010828 C1
C5963968   20010911 C1
C5778726   20010911 C1
C4847764   20010911 C1
C5215528   20010911 C1
C4903695   20010911 C1
C5375965   20010911 C1
C5465213   20010918 C1
C5993983   20010918 C1
C5612686   20010918 C1
C5649210   20010918 C1
C5850708   20010925 C1
C5182109   20011002 C1
C5800816   20011002 C1
C5246691   20011009 C1
C5425085   20011009 C1
C5308426   20011009 C1
C4609564   20011009 C2
C6001653   20011016 C1
C6010550   20011016 C1
C6030662   20011016 C1
C6031093   20011016 C1
C6032979   20011016 C1
C6038628   20011016 C1
C6048977   20011016 C1
C6051703   20011016 C1
C5837994   20011016 C1
C5851095   20011016 C1
C5692821   20011016 C1
C5545786   20011016 C1
C5611656   20011016 C1
C5643042   20011016 C1
C5164444   20011016 C1
C4560552   20011016 C1
C4673507   20011016 C1
C5113459   20011023 C1
C4793896   20011023 C1
C5758505   20011030 C1
C5983783   20011030 C1
C6065307   20011030 C1
C5161886   20011030 C1
C5895192   20011106 C1
C6079749   20011106 C1
C6070112   20011106 C1
C6112786   20011106 C1
C5993653   20011106 C1
C5203681   20011106 C1
C5240405   20011106 C1
C5525773   20011106 C1
C5673862   20011106 C1
C5645342   20011106 C1
C5765759   20011106 C1
C5933819   20011113 C1
C5413152   20011113 C1
C5587148   20011120 C1
C5785579   20011127 C1
C5775222   20011127 C1
C5834124   20011127 C1
C5997850   20011127 C1
C5488907   20011127 C1
C5640859   20011127 C1
C4703017   20011204 C1
C5762251   20011211 C1
C5506897   20011211 C1
C5134028   20011211 C1
C4709312   20011211 C1
C5597691   20011211 C1
C5529409   20011211 C1
C5500576   20011218 C1
C5700007   20011225 C1
C5734477   20011225 C1
C5091859   20020101 C1
C5965412   20020101 C1
C4375087   20020101 C1
C5007585   20020108 C1
CD383306   20020108 C1
CD378360   20020108 C1
CD363669   20020108 C1
C4989568   20020108 C1
C5316344   20020108 C1
CD350855   20020108 C1
CD424587   20020108 C1
C5585258   20020115 C1
C5284297   20020115 C1
C5523730   20020115 C1
C5885515   20020115 C1
C5494515   20020122 C1
C5814884   20020129 C1
C4958876   20020129 C1
C4733665   20020129 C2
C5919813   20020129 C1
C5663484   20020129 C1
C5938752   20020205 C1
C5550544   20020212 C1
C5835897   20020219 C1
C5743523   20020219 C1
C6004191   20020219 C1
C5215255   20020219 C1
C5061024   20020226 C1
C5611476   20020226 C1
C6109659   20020226 C1
C5383829   20020305 C1
C4322849   20020305 C1
C5795374   20020305 C1
C5832119   20020305 C1
C5499995   20020312 C1
C5783676   20020312 C1
C5459729   20020319 C1
C5797352   20020326 C1
C5968596   20020402 C1
C6111100   20020402 C1
C5920417   20020402 C1
C5690489   20020409 C1
C4606496   20020409 C1
C4230990   20020409 C1
C6130608   20020409 C1
C6014239   20020409 C1
C4568149   20020409 C1
C5439291   20020416 C1
C4609140   20020416 C1
C5834178   20020423 C1
C5945214   20020423 C1
C5224775   20020423 C2
C5056792   20020430 C1
C5841810   20020430 C1
C4903691   20020430 C1
C4796970   20020430 C1
C5100683   20020430 C1
C5741510   20020430 C1
C5564743   20020430 C1
C5609402   20020507 C1
C5965282   20020507 C1
C5346306   20020507 C1
C5784348   20020507 C1
C5763447   20020507 C1
C5889009   20020507 C1
C5524984   20020514 C1
C4213121   20020514 C1
C5911748   20020514 C1
C6094792   20020521 C1
C6200485   20020521 C1
C6102445   20020521 C1
C5432876   20020521 C1
CRE33507   20020528 F1
C5519769   20020528 C1
C5501005   20020528 C1
C4743257   20020528 C1
C5798392   20020604 C1
C4814976   20020604 C1
C6049892   20020604 C1
C5835450   20020604 C1
C5529766   20020604 C1
C4721499   20020604 C1
C5657255   20020611 C1
C5912541   20020611 C1
C5658661   20020611 C1
CRE32940   20020611 F2
C5301760   20020611 C1
CD402381   20020611 C1
CD415289   20020611 C1
CD427123   20020611 C1
C5636292   20020618 C1
C5739684   20020618 C1
C4421574   20020618 C1
C4940488   20020618 C2
C5969172   20020618 C1
C4721101   20020618 C1
C5712610   20020625 C1
C5808918   20020625 C1
C5562267   20020625 C1
C5522152   20020702 C1
C5241671   20020702 C1
C5756940   20020702 C1
C4739396   20020709 C1
C5668087   20020709 C1
C5850481   20020716 C1
C5781704   20020716 C1
C5370160   20020716 C1
C5707285   20020723 C1
C6186934   20020723 C1
C5565427   20020723 C1
C5424780   20020723 C1
C6144011   20020723 C1
C4768021   20020723 C1
C6155533   20020730 C1
C5657519   20020806 C1
C5257020   20020813 C1
C5017903   20020813 C1
C5805287   20020813 C1
C5594513   20020813 C1
CRE32507   20020813 F1
C6102429   20020820 C1
C5096607   20020820 C2
C5438423   20020827 C1
C4701907   20020827 C1
C4696289   20020903 C1
C4435778   20020903 C1
C4834194   20020903 C1
C5867102   20020910 C1
C4856007   20020910 C1
C5121430   20020910 C2
C4797589   20020910 C1
C5364845   20020910 C1
C6029722   20020910 C1
C4743325   20020910 C1
C6126323   20020917 C1
C4611877   20020917 C1
C4546434   20020917 C1
C5902766   20020917 C1
C6136294   20020924 C1
C4849267   20021001 C1
C6152703   20021001 C1
C5669369   20021001 C1
C4667299   20021001 C1
C5296902   20021008 C1
C6329919   20021008 C1
C5181267   20021015 C1
C6025500   20021015 C1
C5556883   20021015 C1
C5691383   20021015 C1
C4616798   20021015 C1
C5229016   20021022 C1
C5082734   20021022 C1
C4403712   20021029 C1
C5459789   20021029 C1
C6136295   20021029 C1
C6113822   20021029 C1
C5437422   20021105 C1
C5645176   20021105 C1
C4758156   20021105 C1
C6136339   20021112 C1
C4476168   20021112 C1
C5224216   20021112 C1
C5558925   20021112 C1
C5206496   20021119 C1
C5417024   20021126 C1
C4564154   20021203 C1
CRE37053   20021203 F1
C5986194   20021210 C1
C6116873   20021210 C1
C5874064   20021210 C1
C4811912   20021210 C1
CRE35575   20021210 F1
C5324177   20021210 C1
C5275595   20021217 C1
C4851999   20021217 C1
C5073694   20021217 C1
C5370509   20021217 C1
C6074157   20021217 C1
CD449473   20021224 C1
CD449472   20021224 C1
CD400540   20021224 C1
CD366946   20021224 C1
C6311527   20021224 C1
C5666500   20021224 C1
C5980184   20021224 C1
C6262131   20021231 C1
C5985309   20021231 C1
C4922724   20021231 C1
C5994990   20021231 C1
C6155925   20021231 C1
C5566259   20021231 C1
C5414762   20021231 C1
C5952523   20021231 C1
C4925723   20021231 C1
C5446941   20030107 C1
C5935905   20030107 C1
C6002760   20030107 C1
C6277993   20030107 C1
CRE36526   20030107 F1
CD412770   20030107 C1
C5599338   20030107 C1
C5714721   20030107 C1
C5840743   20030107 C1
C5922364   20030107 C1
C5895638   20030107 C1
C5509359   20030107 C1
C5274828   20030107 C1
C5295430   20030107 C1
C6080859   20030114 C1
C5658851   20030114 C1
C6175539   20030114 C1
C4597195   20030114 C1
C4789801   20030114 C1
C5750353   20030114 C1
C5791448   20030114 C1
C5484374   20030121 C1
C5870721   20030128 C1
C4540292   20030128 C1
C5441777   20030204 C1
C5082833   20030204 C1
C5334640   20030204 C1
C5240139   20030211 C1
C5753703   20030211 C1
C5780676   20030211 C1
C5983891   20030211 C1
C5133729   20030211 C1
C5397130   20030218 C1
C5886254   20030218 C1
C6082256   20030218 C1
C5620425   20030218 C1
C5615445   20030218 C1
C5329672   20030225 C1
C5192324   20030225 C1
C6020354   20030225 C1
C6250856   20030225 C1
C5411602   20030304 C1
C5948430   20030304 C1
C5972382   20030304 C1
C6092661   20030304 C1
C4455025   20030311 C1
C5677516   20030311 C1
C5514691   20030318 C1
C5688516   20030318 C1
C6110638   20030325 C1
C6135280   20030325 C1
C6095450   20030325 C1
C5634730   20030325 C1
C5055252   20030401 C1
C5916391   20030408 C1
C4706275   20030408 C1
C6028091   20030408 C1
CD282436   20030408 C1
C5596011   20030408 C1
C5709940   20030408 C1
C6099870   20030415 C1
C4606831   20030415 C1
C5371017   20030415 C1
C6082700   20030415 C1
C5366237   20030415 C1
C5996380   20030415 C1
C5165002   20030422 C1
C5108520   20030422 C1
CD439950   20030422 C1
C5575366   20030422 C1
C5207675   20030422 C1
CD407959   20030429 C1
C5273905   20030429 C1
C5874593   20030506 C1
C6303038   20030513 C1
C6322651   20030513 C1
C6066742   20030520 C1
C5963278   20030520 C1
C5341707   20030520 C1
C5696189   20030520 C1
C6052278   20030520 C1
C6257513   20030527 C1
C6263710   20030527 C1
C6097859   20030527 C1
C5869178   20030527 C1
C5440179   20030603 C1
C5713287   20030603 C1
C5107888   20030603 C1
C5155719   20030610 C1
C5821858   20030610 C1
C5697536   20030610 C1
C6113748   20030610 C1
C5985391   20030617 C1
C5303236   20030617 C1
C5749447   20030624 C1
C5810029   20030624 C1
C6368227   20030701 C1
C4755141   20030701 C1
C5791246   20030701 C1
C6145243   20030708 C1
C6182216   20030708 C1
C5265596   20030708 C1
C5942499   20030708 C1
C6034134   20030708 C1
C6001017   20030708 C1
C5649861   20030708 C1
C5164444   20030715 C1
C5998841   20030715 C1
C6207085   20030715 C1
C5792659   20030715 C1
C6117775   20030715 C1
C4781842   20030715 C1
C5467546   20030722 C1
C6043352   20030722 C1
C6033212   20030722 C1
C6262495   20030722 C1
CD435233   20030722 C1
CD385162   20030722 C1
C6019933   20030729 C1
C5712610   20030729 C2
C5944185   20030729 C1
C5827618   20030805 C1
C4935594   20030805 C2
C4992802   20030812 C1
C5616774   20030812 C1
C5602301   20030819 C1
C5812228   20030819 C1
C4939674   20030819 C1
C4779964   20030819 C1
C6115976   20030819 C1
C5732833   20030819 C1
C5640457   20030819 C1
C6040467   20030826 C1
C5279051   20030826 C1
C6257785   20030826 C1
CD429555   20030826 C1
C5472426   20030902 C1
C4902248   20030902 C1
C5241219   20030902 C1
C6352486   20030902 C1
C4863769   20030902 C1
C6190018   20030909 C1
C5553560   20030909 C1
C5172111   20030916 C1
C6076756   20030923 C1
C5441226   20030923 C1
C5740994   20030923 C1
C5655833   20030923 C1
C6034114   20030930 C1
C6340677   20030930 C1
C4925527   20030930 C1
C4575622   20030930 C1
C6265489   20030930 C1
C4852743   20031007 C1
C5736164   20031007 C1
C5060401   20031007 C1
C6286249   20031007 C1
C5870673   20031014 C1
C4966552   20031014 C1
C6279033   20031014 C1
C5530961   20031014 C1
C4983929   20031014 C1
C5559041   20031014 C1
C6189630   20031021 C1
C5697028   20031021 C1
C6294048   20031021 C1
C6067096   20031021 C1
C5673038   20031028 C1
C5970641   20031028 C1
C5591454   20031104 C1
C6433003   20031104 C1
C6147166   20031104 C1
C5711105   20031104 C1
C5915052   20031111 C1
C5458179   20031111 C1
C5481712   20031111 C1
C6025630   20031111 C1
C6056983   20031118 C1
C6217900   20031125 C1
C5623812   20031202 C1
C6294499   20031209 C1
C4917643   20031216 C1
C6395871   20031223 C1
C6261987   20031230 C1
C4702808   20040106 C1
C5996116   20040106 C1
C5047871   20040106 C1
C5631947   20040106 C1
C4770674   20040113 C3
C6315434   20040113 C1
C5910104   20040113 C1
C5376405   20040113 C1
C6284917   20040120 C1
C5645342   20040127 C2
C5949974   20040127 C1
C5621017   20040127 C1
C5962468   20040203 C1
C5663447   20040203 C1
C5412419   20040203 C1
C6096756   20040203 C1
C6172332   20040210 C1
C6365179   20040210 C1
C6260050   20040210 C1
C5800837   20040210 C1
C6472635   20040217 C1
C5461586   20040217 C1
C6126697   20040217 C1
C5968251   20040224 C1
C5755766   20040224 C1
C6016313   20040224 C1
C6232427   20040302 C1
C6029934   20040302 C1
C6375872   20040302 C1
C6342244   20040309 C1
C5146512   20040309 C1
C6060954   20040316 C1
C5167047   20040316 C1
C6206521   20040323 C1
C5978204   20040323 C1
C5875585   20040330 C1
C5980500   20040330 C1
C6106073   20040406 C1
C6132581   20040406 C1
C4724537   20040413 C1
C6154543   20040413 C1
C6315410   20040420 C1
C6371503   20040420 C1
C5279189   20040427 C1
C6168868   20040427 C1
C5653863   20040504 C1
C5228394   20040504 C1
C5269202   20040504 C1
C5263363   20040511 C1
C5731804   20040511 C1
C5674893   20040511 C1
C5073376   20040518 C1
C6114319   20040518 C1
C5995482   20040518 C1
C6129730   20040525 C1
C6199162   20040525 C1
C5882796   20040601 C1
C5372628   20040608 C1
C5767125   20040615 C1
C6286498   20040615 C1
C5288949   20040615 C1
C5580876   20040615 C1
C6251215   20040615 C1
C6527266   20040622 C1
C6039098   20040622 C1
C5710377   20040629 C1
C6419571   20040629 C1
C6010024   20040629 C1
C6017296   20040629 C1
C5920952   20040629 C1
C6236488   20040706 C1
C4985404   20040706 C1
C6243609   20040706 C1
C6122392   20040713 C1
C6171239   20040713 C1
C5845030   20040713 C1
C4774680   20040720 C2
C5101367   20040720 C1
C5471669   20040720 C1
C5979767   20040720 C1
C6148163   20040720 C1
C6229247   20040727 C1
C5273056   20040727 C1
C6246390   20040803 C1
C6476227   20040803 C1
C5709868   20040810 C1
C4844723   20040810 C3
C5260097   20040817 C1
C5682694   20040817 C1
C5983543   20040817 C1
C5769880   20040824 C1
C5212383   20040824 C1
C4471385   20040824 C1
C5925334   20040824 C1
C5236376   20040831 C1
C6197585   20040831 C1
C6253918   20040831 C1
C6331469   20040831 C1
C6379889   20040831 C1
C6460703   20040907 C1
C6358929   20040907 C1
C6045092   20040907 C1
C6375937   20040914 C1
C4691995   20040914 C1
C5101163   20040921 C1
C4906863   20040921 C1
C6143020   20040928 C1
C6302120   20041005 C1
C5161886   20041005 C2
C5650135   20041012 C1
C6025424   20041012 C1
C6298779   20041019 C1
C5999939   20041019 C1
C4913233   20041019 C1
C5548351   20041019 C1
C6200292   20041019 C1
C6114015   20041026 C1
C6267617   20041026 C1
C5380353   20041026 C1
C6228875   20041026 C1
C6412118   20041026 C1
C4411110   20041102 C1
C6222699   20041102 C1
C5737294   20041102 C1
C5696496   20041102 C1
C5833456   20041102 C1
C6125565   20041102 C1
C6364529   20041109 C1
C6227822   20041109 C1
C5320662   20041109 C1
C5987863   20041116 C1
C5398915   20041116 C1
C5575659   20041116 C1
C5867580   20041116 C1
C5376271   20041123 C1
C5547069   20041123 C1
C6064318   20041123 C1
C5940161   20041123 C1
C6488668   20041123 C1
C5856689   20041123 C1
C5452101   20041130 C1
C4824732   20041130 C1
C5812753   20041130 C1
C5445162   20041130 C1
C6287704   20041130 C1
C4972470   20041130 C1
CD448058   20041207 C1
CD428671   20041207 C1
C5650830   20041207 C1
CD445137   20041207 C1
CD436544   20041207 C1
C5990763   20041214 C1
C6269879   20041214 C1
C5817853   20041214 C1
C5899334   20041214 C1
C5936492   20041214 C1
C6478567   20041221 C1
C6266818   20041221 C1
C6166927   20041221 C1
C4660170   20041228 C1
C6138887   20041228 C1
C5870224   20041228 C1
C5405922   20041228 C1
C5550709   20050104 C1
C6251950   20050104 C1
C5787305   20050111 C1
C6112133   20050118 C1
C4682862   20050125 C1
C5295869   20050201 C1
C6018490   20050208 C1
C6268962   20050208 C1
C6420729   20050208 C1
C4856523   20050215 C1
C4823591   20050215 C1
C5437857   20050215 C1
C6277681   20050215 C1
C5243038   20050215 C1
C6489345   20050222 C1
C5766006   20050222 C1
C5626627   20050222 C1
C6013687   20050222 C1
C6271759   20050301 C1
C5877187   20050301 C1
C5297019   20050301 C1
C6383804   20050301 C1
C6298842   20050301 C1
C5053758   20050301 C1
C5763831   20050301 C1
C5721768   20050301 C1
C6188295   20050301 C1
C5585064   20050308 C1
C5730864   20050308 C1
C4728721   20050308 C1
C4473026   20050308 C1
C5653737   20050315 C1
C5871523   20050315 C1
C6039581   20050315 C1
C5384181   20050315 C1
C6208301   20050315 C1
CD421872   20050315 C1
C5688742   20050322 C1
C5184833   20050322 C1
CRE36547   20050322 F1
C5814072   20050329 C1
C5998732   20050329 C1
C6207259   20050405 C1
C6383225   20050405 C1
C4937763   20050405 C1
C5668758   20050405 C1
C5868071   20050412 C1
C6377315   20050419 C1
C5202808   20050419 C1
C5752305   20050419 C1
C6186205   20050426 C1
C6036738   20050426 C1
C5484887   20050426 C1
C5747903   20050426 C1
